detail_id,settlement_id,event_id,line_type,gross_effect_paise,fee_paise,tax_paise,net_effect_paise,settled_at,currency,reference_text
dtl_9viKrT4Zw4xQdK,setl_COGhViDHJgzaNl,evt_vjAqYCuxvVH9Os,PAYMENT,668300,0,0,668300,2026-07-08T11:30:00,INR,
dtl_wRl9oOABNev12b,setl_ejISy1ngOnZc4r,evt_j9lygJVGrPWrAa,REFUND,-49975,0,0,-49975,2026-06-08T11:30:00,INR,
dtl_zI3Q4jAs6ZHsOW,setl_ZCgFTVERUj074k,,REFUND,-10000103,0,0,-10000103,2026-06-09T11:30:00,INR,
dtl_cNGWjzmlAPSC8y,setl_SFpPdKRakjOCRk,evt_3YcUyCf7hwKXRb,PAYMENT,349900,6998,1260,341642,2026-06-27T11:30:00,INR,
dtl_SxTybvVVFJzSvs,setl_VMquDrQtzqzXkB,evt_RPPs53jFexkGFu,PAYMENT,4900,86,15,4799,2026-07-15T11:30:00,INR,
dtl_zPCcjlvNyLaS3e,setl_ampt6pzzZ441pD,evt_qcHNHyq0SSvXmX,PAYMENT,1299900,25998,4680,1269222,2026-06-22T11:30:00,INR,
dtl_NXzXDA1ZzxAgow,setl_S2SSI1eu2aO44I,evt_WJDdDkwuDjline,PAYMENT,1299900,0,0,1299900,2026-07-15T11:30:00,INR,
dtl_h2W94MjlD2AjUo,setl_8sYMh9NxESyipV,evt_rm5pFdwfdoYz47,PAYMENT,191434,0,0,191434,2026-06-12T11:30:00,INR,
dtl_UVX1XuSE7Pw5XI,setl_K5f5QrXaf6KNFw,evt_WfJ3oSMzKCPPGq,PAYMENT,153700,3074,553,150073,2026-06-02T11:30:00,INR,
dtl_mde5DRz7w9k412,setl_opvF9MFzixNFeD,evt_8M1S6NLFy69O65,PAYMENT,399900,7998,1440,390462,2026-07-08T11:30:00,INR,
dtl_qshquNmD8D4Ob1,setl_xIxg36JNnfLiuy,evt_kzKGP8eUztHbT0,PAYMENT,49900,0,0,49900,2026-07-14T11:30:00,INR,
dtl_5egofP78T2MVma,setl_z1TsPc6RKxhHR7,evt_zkxCIncbBUBIeX,PAYMENT,29900,0,0,29900,2026-07-06T11:30:00,INR,
dtl_XIHLq71XYMhlQj,setl_dwJUDfJk4Msxjv,evt_AscdIjkBT9jv25,PAYMENT,41149,823,148,40178,2026-06-05T11:30:00,INR,
dtl_VUoqAolWqzcguA,setl_Fk3ptfHycN2Nva,evt_DVQODA002copWz,PAYMENT,599900,0,0,599900,2026-07-14T11:30:00,INR,
dtl_y8CfsniEBKj4UU,setl_DWwcM1PnA5Knvu,evt_fvMFJnJuh14qmk,PAYMENT,3138200,62764,11298,3064138,2026-06-04T11:30:00,INR,
dtl_7hvE31bcDKgiqU,setl_O7Lzd80WjFYDbY,evt_RkYxEs2ele4HLm,PAYMENT,9900,198,36,9666,2026-06-18T11:30:00,INR,
dtl_JKBKjEJRte3ZPw,setl_AVt3uJgRapKbJS,evt_ChYumWvJnAQorR,PAYMENT,405398,8108,1459,395831,2026-06-05T11:30:00,INR,
dtl_QS1lp7NaDKA3nI,setl_MvbFhJFSBGaJcK,evt_hJ3yRwILmi3svY,PAYMENT,142100,0,0,142100,2026-07-08T11:30:00,INR,
dtl_DiYYwQw9dEn4kv,setl_O7Lzd80WjFYDbY,evt_M6XPHJt9gsgMXC,PAYMENT,8897,178,32,8687,2026-06-18T11:30:00,INR,
dtl_O5AUqv4Ou7Hb9H,setl_opvF9MFzixNFeD,evt_0Xyp57a1DJgf4F,PAYMENT,999900,19998,3600,976302,2026-07-08T11:30:00,INR,
dtl_NQ3Y6FpRWOhwMo,setl_Moro9rooevZlnu,evt_27ez39zZav3NcA,REFUND,-25000,438,79,-25517,2026-06-23T11:30:00,INR,
dtl_OZT8NMpep2EeGr,setl_dwJUDfJk4Msxjv,evt_IWsqWVzYGEQrcs,PAYMENT,179500,0,0,179500,2026-06-05T11:30:00,INR,
dtl_XiSPbsG0w6pngE,setl_ClvF98OVQ2trsJ,evt_W5B9U4AZdVNgkz,PAYMENT,3506300,70126,12623,3423551,2026-06-30T11:30:00,INR,
dtl_cbp8vjvrZaU9ri,setl_bL6f612eOxxR9n,evt_8yVHV6mb398A2g,PAYMENT,278500,8355,1504,268641,2026-07-08T11:30:00,INR,
dtl_gsXrUYtriQEYF9,setl_WZRKb8aiPtAlOn,evt_RpLEw2s8PL8l26,PAYMENT,499900,0,0,499900,2026-06-26T11:30:00,INR,
dtl_WqM0iUyL4tVKgD,setl_AVt3uJgRapKbJS,evt_we8HdIZ7sAvntv,PAYMENT,149900,2998,540,146362,2026-06-05T11:30:00,INR,
dtl_3EZmJmhffEZkzi,setl_LQlzoTHgc1ceCk,evt_9Yy9fIbKttR8Vz,PAYMENT,50000,1000,180,48820,2026-06-29T11:30:00,INR,
dtl_JKTrWx0XiSOGks,setl_LQlzoTHgc1ceCk,evt_eoKC9IHjKhUcpV,PAYMENT,1999900,39998,7200,1952702,2026-06-29T11:30:00,INR,
dtl_6FjdWus7Qgb3Gt,setl_grV3dCj2M180bR,evt_fKhdv3ZF7CAy0G,PAYMENT,168770,2953,532,165285,2026-06-30T11:30:00,INR,
dtl_oqRFpygzNIS5GV,setl_iKzEk7jiQP4jwo,evt_jqqp5tl4vTqmKO,PAYMENT,599900,11998,2160,585742,2026-07-07T11:30:00,INR,
dtl_wkbLw08PdUTwgZ,setl_IsnbKMrGkHeUcr,evt_3xaVOTmPGSrGbf,PAYMENT,1499900,26248,4725,1468927,2026-06-19T11:30:00,INR,
dtl_S2a8munprFJIUa,setl_bWcKIDcDmkYdVm,evt_au8xybwHGu1jv4,PAYMENT,154400,0,0,154400,2026-06-19T11:30:00,INR,
dtl_adTjwgabcvHNtb,setl_cQdAj2xE4u1GRZ,evt_CztorlGM1Hjyl3,PAYMENT,34403,602,108,33693,2026-07-15T11:30:00,INR,
dtl_pnbV53aRy0Cp27,setl_iNu7NdWHRWW7hy,evt_yIOKnci49p3G9v,PAYMENT,1299900,25998,4680,1269222,2026-06-09T11:30:00,INR,
dtl_YqRXWK6R6xzsUI,setl_Gv75Or7Rxbso9d,evt_D1pE719ehAKB8O,PAYMENT,9900,198,36,9666,2026-06-27T11:30:00,INR,
dtl_ETrySmRHrECnof,setl_qTt75L0AuLFps7,evt_swWQy5Hi91hkqH,PAYMENT,1299900,25998,4680,1269222,2026-07-06T11:30:00,INR,
dtl_YmLD7H8eDMMs8b,setl_R6ZDQUhWPs5DwJ,evt_KQ2qHZXbbFVF9J,PAYMENT,499900,9998,1800,488102,2026-06-09T11:30:00,INR,
dtl_ZwVn5ppwzjMyXX,setl_IsnbKMrGkHeUcr,evt_dw0WdsNLnCfBha,PAYMENT,1499900,0,0,1499900,2026-06-19T11:30:00,INR,
dtl_SD9YiLY81EFsuq,setl_S2SSI1eu2aO44I,evt_nK4ZiOkLPtYk56,PAYMENT,1213500,24270,4369,1184861,2026-07-15T11:30:00,INR,
dtl_CC7BKkOMqc7flU,setl_OCIliej45topay,evt_7DavmlWA10aIVq,PAYMENT,208400,3647,656,204097,2026-06-27T11:30:00,INR,
dtl_h3osTjGZSfO6PI,setl_zzDl7mNKrB5j68,evt_1fJhSBEhNwiDWt,PAYMENT,407500,0,0,407500,2026-06-18T11:30:00,INR,
dtl_l81gIPvyKhVao8,setl_RykAhvNslI8o6W,evt_h54Z7k1KWzbRfU,PAYMENT,4630600,100,18,4630482,2026-06-18T11:30:00,INR,
dtl_tHnF9YbmPMHqlO,setl_8rU0LrWMxQttSu,evt_nLMJRNFRu56wM3,PAYMENT,4776400,0,0,4776400,2026-06-12T11:30:00,INR,
dtl_j0ezwrXONKsxwK,setl_KmURa2I267swj7,evt_KmrZ7emmT6dCw8,PAYMENT,165800,0,0,165800,2026-06-19T11:30:00,INR,
dtl_z36TQW9EVs0j3d,setl_iKzEk7jiQP4jwo,evt_GJXVvkYQS8cJ8C,PAYMENT,486800,9736,1752,475312,2026-07-07T11:30:00,INR,
dtl_ALw3TQVNkTXqiY,setl_LQlzoTHgc1ceCk,evt_AeE3UO9QaAlbKi,PAYMENT,4900,98,18,4784,2026-06-29T11:30:00,INR,
dtl_QgHSVkvfwYjuU4,setl_Ja6AlsvdCtbodh,evt_XjCqjV2fqj9nMy,REFUND,-10000106,0,0,-10000106,2026-07-03T11:30:00,INR,
dtl_31eU5SS3Dk9Xyr,setl_ClvF98OVQ2trsJ,evt_Ytpjuvornlizip,PAYMENT,137000,0,0,137000,2026-06-30T11:30:00,INR,
dtl_QB4Vr7RVxtt2NE,setl_FFPxXN3jnGVe7X,evt_vqy54ppXHvGWL0,PAYMENT,1613400,0,0,1613400,2026-06-30T11:30:00,INR,
dtl_VFwgHED4XWouc7,setl_gXjVMi35pnJ0Uc,evt_C3FyaJPxjkO6EV,PAYMENT,100000,0,0,100000,2026-07-13T11:30:00,INR,
dtl_M67U3e5Kul7dp5,setl_PP3JEILV1n2RYc,evt_UW9LXwHWzmXncD,PAYMENT,199900,3498,630,195772,2026-06-22T11:30:00,INR,
dtl_CwrhqaFIFXEoTd,setl_iNu7NdWHRWW7hy,evt_PN7FGeSUl8PSgC,PAYMENT,416300,0,0,416300,2026-06-09T11:30:00,INR,
dtl_yKFllsekoNXMVw,setl_A7CYarYOgpQqqB,evt_mEZvML2R4hvHbt,PAYMENT,50000520,0,0,50000520,2026-07-06T11:30:00,INR,
dtl_B2U8rNyV9u3x5E,setl_8rU0LrWMxQttSu,evt_452ivwkNAG6kiL,PAYMENT,100000,0,0,100000,2026-06-12T11:30:00,INR,
dtl_s7TGAGzFojj5oi,setl_s8yal8gd0kJSkH,evt_A8jnVfSisDq8GN,PAYMENT,19900,0,0,19900,2026-06-12T11:30:00,INR,
dtl_FS5M7MSimKF4qY,setl_Y7X6VVDDdxfgR0,evt_IZyR1XazFIFbG2,PAYMENT,121944,0,0,121944,2026-06-25T11:30:00,INR,
dtl_XjPjGDIjVzJJOu,setl_RykAhvNslI8o6W,evt_WH2kjb4GhsmDZI,PAYMENT,299900,5998,1080,292822,2026-06-18T11:30:00,INR,
dtl_HovSHyeS5QmdDk,setl_sRMibkqNeUvXxw,evt_yWY5kln6H6A7l4,PAYMENT,28388,497,89,27802,2026-06-13T11:30:00,INR,
dtl_0EHCu1etWKhclV,setl_aPOhsI6eEonFlh,evt_1lO0G3fnwLTqEs,PAYMENT,1999900,39998,7200,1952702,2026-06-24T11:30:00,INR,
dtl_S47k6f44u8EMoR,setl_24aVE2gdEZUJTc,evt_IxAu6qCt0EQFlf,PAYMENT,199900,0,0,199900,2026-07-08T11:30:00,INR,
dtl_rdu131x0r21GyO,setl_hB25esJYD5aLD1,evt_NT9bJ1XY7HGGBM,PAYMENT,38652,773,139,37740,2026-06-02T11:30:00,INR,
dtl_tbZaxLCcCsUuTi,setl_SFpPdKRakjOCRk,evt_kniqd9lTR5ovoE,PAYMENT,79900,1398,252,78250,2026-06-27T11:30:00,INR,
dtl_LaBRG0xCM2w8fi,setl_qTt75L0AuLFps7,evt_9x58nis0QIUOZN,PAYMENT,19900,0,0,19900,2026-07-06T11:30:00,INR,
dtl_ywZr78zGIWIVGu,setl_8UewvwaVjjic9D,evt_44vcw4UgbgtfkD,PAYMENT,69900,1223,220,68457,2026-07-07T11:30:00,INR,
dtl_dVtnijqiNr3l8d,setl_8RrZA5nl6xOyjn,evt_81tclXm8KNHIGD,PAYMENT,34900,698,126,34076,2026-07-15T11:30:00,INR,
dtl_V46RrvQJehUqCS,setl_8hoCLYAO3hkWIU,evt_ib3lJo0eTGF8cR,PAYMENT,199900,0,0,199900,2026-06-20T11:30:00,INR,
dtl_SOp9fkP2wF4MA1,setl_fOrv37R1yrZPQf,evt_KCiILsp6Q6M6J3,PAYMENT,3832500,76650,13797,3742053,2026-06-17T11:30:00,INR,
dtl_UZhuzTsuSFvfoN,setl_nQ18oUWuMunVTk,,REFUND,-10000100,0,0,-10000100,2026-06-19T11:30:00,INR,
dtl_bjG6xnY0QLZhEQ,setl_ZXXbGb3AO1ZdIp,evt_7Kt3xDxpMUxxkf,REFUND,-25000,750,135,-25885,2026-07-10T11:30:00,INR,
dtl_7gOGuAnDjFdkr5,setl_yeaI2MJI24vkL7,evt_D6XL5qh1IWuS0b,PAYMENT,1299900,25998,4680,1269222,2026-06-05T11:30:00,INR,
dtl_HRonLY0032fEKz,setl_bL6f612eOxxR9n,evt_5Y2gssCwHUvYTh,PAYMENT,1299900,25998,4680,1269222,2026-07-08T11:30:00,INR,
dtl_DYgUN6xYiTdcxj,setl_SFpPdKRakjOCRk,evt_TpDXlLWWDmXXCh,PAYMENT,288275,0,0,288275,2026-06-27T11:30:00,INR,
dtl_DNOLtHqOdlFRMA,setl_COGhViDHJgzaNl,evt_P7w3dn7rTXfnUc,PAYMENT,30000315,0,0,30000315,2026-07-08T11:30:00,INR,
dtl_6ss2P5zfOrOSNz,setl_Gv75Or7Rxbso9d,evt_g4vgVIPz9kxu2a,PAYMENT,167000,0,0,167000,2026-06-27T11:30:00,INR,
dtl_68Nzp6FeldOHd0,setl_Y7X6VVDDdxfgR0,evt_uNZeFMzF5Tl8aq,PAYMENT,105800,2116,381,103303,2026-06-25T11:30:00,INR,
dtl_Rt2kasIOBeR3JN,setl_DWwcM1PnA5Knvu,evt_CWfia4vqtrwEqm,PAYMENT,432765,12983,2337,417445,2026-06-04T11:30:00,INR,
dtl_YmWpARQQACpnla,setl_SZW4AHt3gb9xF8,evt_Kcs4uwJaYycYTn,PAYMENT,279400,0,0,279400,2026-07-15T11:30:00,INR,
dtl_x6fRHyGs33gx6C,setl_xG0tMZSNTKWzVj,evt_pgNE7M3ZwpDbMq,REFUND,-10000101,0,0,-10000101,2026-06-06T11:30:00,INR,
dtl_QHucCKBSp0beWu,setl_m2ZnT2u0e8I9lK,evt_lJ1Rt5iIFKHtSO,PAYMENT,32642,0,0,32642,2026-07-14T11:30:00,INR,
dtl_04ENYHj3xt3L5O,setl_VMquDrQtzqzXkB,evt_ip92oq63Mkq69m,PAYMENT,1773100,31029,5585,1736486,2026-07-15T11:30:00,INR,
dtl_c25O30c1UZAwYH,setl_f1VojUeZdAFGgW,evt_cWriM3pAan8oaF,PAYMENT,32650,0,0,32650,2026-06-27T11:30:00,INR,
dtl_5cgkDoN74Qg639,setl_T0WyYAfTOD4DoV,evt_0P2lGOWpNDpw2y,PAYMENT,1386028,27721,4990,1353317,2026-06-02T11:30:00,INR,
dtl_gCx5cXFEhyEfA1,setl_xmlmyMKqNm7aHK,evt_gNSXh4EA6UinvC,PAYMENT,15370200,268979,48416,15052805,2026-07-16T11:30:00,INR,
dtl_FEwfSLCa5C1bGc,setl_MvbFhJFSBGaJcK,evt_0sGrNpdblFEkhe,PAYMENT,9900,173,31,9696,2026-07-08T11:30:00,INR,
dtl_FMPfM7iDkIMPwH,setl_4ItwyIcQp1uBtG,evt_exRpZ3Ms9Cu32s,PAYMENT,308600,0,0,308600,2026-07-06T11:30:00,INR,
dtl_0oUYYtM7ZwEePS,setl_KmURa2I267swj7,evt_9rServb2J9Y6oL,PAYMENT,99900,0,0,99900,2026-06-19T11:30:00,INR,
dtl_YJmM6kz4bqz37Y,setl_bL6f612eOxxR9n,evt_fWjEZs3XY9KCzQ,PAYMENT,2999900,0,0,2999900,2026-07-08T11:30:00,INR,
dtl_m4jseAZmFCY2Hk,setl_OwU3fFrEHqKob5,evt_Jgq1j878DOaD6U,REFUND,-10000100,0,0,-10000100,2026-06-19T11:30:00,INR,
dtl_t4LV7KOlNKK73O,setl_FfhGPBY12wjlGC,evt_iGC0eCMvNwE14H,PAYMENT,24900,0,1,24899,2026-06-26T11:30:00,INR,
dtl_ptP55fxXSTpCOC,setl_zS5C7vNKEy36CC,,REFUND,-10000101,0,0,-10000101,2026-06-06T11:30:00,INR,
dtl_qcXv0CzKs1n90f,setl_8hoCLYAO3hkWIU,evt_OP2ew6pQLhzQty,PAYMENT,25500,0,0,25500,2026-06-20T11:30:00,INR,
dtl_eLpB40Ctg9ZncA,setl_KN5FsLAVi69ja9,evt_5AII2FiA2r7Z7u,PAYMENT,100000,0,0,100000,2026-07-13T11:30:00,INR,
dtl_1vNBJ1Z6rTelNT,setl_UJbsTn27W9nvCc,,REFUND,-10000106,0,0,-10000106,2026-07-03T11:30:00,INR,
dtl_uM5TZH1Vby9tNO,setl_Y7X6VVDDdxfgR0,evt_6VUuWQRFmQb6Eu,PAYMENT,477300,9546,1718,466036,2026-06-25T11:30:00,INR,
dtl_xWBMw1AphJtIfh,setl_z1TsPc6RKxhHR7,evt_SJZCcptaw9cTdh,PAYMENT,99900,1748,315,97837,2026-07-06T11:30:00,INR,
dtl_OJjApJxlahhHPz,setl_VMquDrQtzqzXkB,evt_JOusRQBAuiEHob,PAYMENT,414030,0,0,414030,2026-07-15T11:30:00,INR,
dtl_nTQZTUNk4UZDPg,setl_ZCgFTVERUj074k,evt_Wd8eBDfBYqWXtm,PAYMENT,30000309,0,0,30000309,2026-06-09T11:30:00,INR,
dtl_At3UzPHYGTeKyf,setl_0F856rqP0yqrNd,evt_16oBW2EsWkLPAE,PAYMENT,34900,698,126,34076,2026-06-25T11:30:00,INR,
dtl_5Sa21SOYS8odsA,setl_S2SSI1eu2aO44I,evt_PzNmhmDkmjkuUk,PAYMENT,185900,3718,669,181513,2026-07-15T11:30:00,INR,
dtl_wV5Ig8nKQ1aEfw,setl_SZW4AHt3gb9xF8,evt_VYMitcD2mZagc4,PAYMENT,59900,1048,189,58663,2026-07-15T11:30:00,INR,
dtl_oJIR14o9IooLoK,setl_xIxg36JNnfLiuy,evt_QC3ucszuulTNuv,PAYMENT,29006,580,104,28322,2026-07-14T11:30:00,INR,
dtl_15TUsWX3p8DHzL,setl_8sYMh9NxESyipV,evt_pHksL8CbSopkSG,PAYMENT,47848,837,151,46860,2026-06-12T11:30:00,INR,
dtl_ai7Q2UVT86Nizz,setl_Yll1nXEMoHp2NQ,evt_D9dKrcttAIFjJE,PAYMENT,492900,9858,1774,481268,2026-06-08T11:30:00,INR,
dtl_xhyhkSJXnpeYQo,setl_bVTFiH4smcNPR9,evt_mQAaZPYevYj2gw,PAYMENT,30000312,0,0,30000312,2026-07-06T11:30:00,INR,
dtl_CGZYFRLYyIMQhA,setl_Ztfm84837MKVSf,evt_6ub3CWpvR7ei6G,PAYMENT,5700,100,18,5582,2026-07-13T11:30:00,INR,
dtl_f9TYERPZumhPhl,setl_S2SSI1eu2aO44I,evt_a4gDIp5K8wb8pG,REFUND,-25000,500,90,-25590,2026-07-15T11:30:00,INR,
dtl_lt3iPI8E3ucOFt,setl_OxlOvn1EfUjdEi,evt_p1ecpQBv4L3LNk,PAYMENT,166897,2921,526,163450,2026-07-04T11:30:00,INR,
dtl_IYdJDQUnlyxk60,setl_xIxg36JNnfLiuy,evt_tbUrh5hlYnqT39,PAYMENT,399900,7998,1440,390462,2026-07-14T11:30:00,INR,
dtl_xqvyo1EEyNqjPI,setl_gAZ1aduoTphF5F,evt_QCxwVUispgxaKo,REFUND,-25000,500,90,-25590,2026-07-16T11:30:00,INR,
dtl_x91UmTKr6ouzwo,setl_FfhGPBY12wjlGC,evt_r2JijFFJLf5obL,PAYMENT,3869800,77396,13931,3778473,2026-06-26T11:30:00,INR,
dtl_gRbaaGp6y0ThAq,setl_xmlmyMKqNm7aHK,evt_IDYt0RLwhad5W4,PAYMENT,2141200,42824,7708,2090668,2026-07-16T11:30:00,INR,
dtl_ZYuM32xolpeegP,setl_0F856rqP0yqrNd,,REFUND,-103,0,0,-103,2026-06-25T11:30:00,INR,
dtl_lOttOwR0RgULom,setl_aPOhsI6eEonFlh,evt_h4YcjQbjpKCchJ,PAYMENT,354028,0,0,354028,2026-06-24T11:30:00,INR,
dtl_HWiiEwZBq3kDYM,setl_MvbFhJFSBGaJcK,evt_WPWPawXTGpZRED,PAYMENT,9900,198,36,9666,2026-07-08T11:30:00,INR,
dtl_PxzVgP8P0PARM0,setl_UEiwRzeersPoWX,evt_pnNa3iVeJW2mwJ,PAYMENT,100000,0,0,100000,2026-06-10T11:30:00,INR,
dtl_UdNHYeriHf07H3,setl_bxJaCLlZiS4NB6,evt_GuQaA338TznfWY,PAYMENT,465900,13977,2516,449407,2026-07-08T11:30:00,INR,
dtl_Hh671xRg2tWjBq,setl_OCIliej45topay,evt_Kglx3R7okFfg8T,PAYMENT,59900,1797,323,57780,2026-06-27T11:30:00,INR,
dtl_z0Bw6f7EPraMPY,setl_8UewvwaVjjic9D,evt_vYRdqAiPvADkLM,PAYMENT,2482184,0,0,2482184,2026-07-07T11:30:00,INR,
dtl_M7KynyFTNI9U3p,setl_6txF0fX2UjMCG5,evt_Bx89SBGH1AGQec,PAYMENT,141363,2474,445,138444,2026-07-11T11:30:00,INR,
dtl_ioMFI4BaGhn5Nq,setl_RykAhvNslI8o6W,evt_gngCBK0zBGo9sN,PAYMENT,3073200,0,0,3073200,2026-06-18T11:30:00,INR,
dtl_NHZap1JEuHp3nN,setl_aAtchV3JGkWXqd,,REFUND,-2500,0,0,-2500,2026-06-02T11:30:00,INR,
dtl_SzvhmW9bQCUqhz,setl_AVt3uJgRapKbJS,,REFUND,-2501,0,0,-2501,2026-06-05T11:30:00,INR,
dtl_XkUIGDosZp3N00,setl_8hoCLYAO3hkWIU,evt_cMAPoT2y1xjbOc,PAYMENT,49900,998,180,48722,2026-06-20T11:30:00,INR,
dtl_LE9ozqsPnYOrm2,setl_aPOhsI6eEonFlh,evt_uaBSfAqZzrMlke,PAYMENT,296235,5925,1067,289243,2026-06-24T11:30:00,INR,
dtl_WShMP8PVbEDRFO,setl_yeaI2MJI24vkL7,evt_UTF7etmQVjNkuW,PAYMENT,44900,0,0,44900,2026-06-05T11:30:00,INR,
dtl_i31A1iQ2mMqb1B,setl_grV3dCj2M180bR,evt_ot0qd5YJOAVy6l,PAYMENT,4900,98,18,4784,2026-06-30T11:30:00,INR,
dtl_nilWWwQtcgPoO4,setl_Ztfm84837MKVSf,evt_sgxuxHeDRrlLzI,PAYMENT,119900,0,0,119900,2026-07-13T11:30:00,INR,
dtl_tF1GSGcfW5swv8,setl_f1VojUeZdAFGgW,evt_wwzufJJ1WJGNuV,PAYMENT,14900,298,54,14548,2026-06-27T11:30:00,INR,
dtl_9G3grWfhukRocX,setl_4ItwyIcQp1uBtG,evt_0MjBlclrcZWX9c,PAYMENT,440789,7714,1389,431686,2026-07-06T11:30:00,INR,
dtl_jMKQNqJrMC9Oi1,setl_VMquDrQtzqzXkB,evt_Wylh3YUH49abIL,PAYMENT,599900,0,0,599900,2026-07-15T11:30:00,INR,
dtl_2KztYv17ZdEjgR,setl_49bpPV3IQj1KD1,evt_94QQ70ts455woh,PAYMENT,2086300,41726,7511,2037063,2026-07-14T11:30:00,INR,
dtl_0jQ7mUYWQgQMQB,setl_uJnEKD9YbfALra,evt_GcS20SOU9SVlQB,PAYMENT,79900,1398,252,78250,2026-06-03T11:30:00,INR,
dtl_1rGOBXx7ko8PYG,setl_Ztfm84837MKVSf,evt_hvZs6bRSx6WmzF,PAYMENT,1299900,0,0,1299900,2026-07-13T11:30:00,INR,
dtl_hjIptj6bFW0mQR,setl_Y8I67wvqlLTGfF,evt_SxEIKI6yLCQyd4,PAYMENT,1499900,29998,5400,1464502,2026-07-03T11:30:00,INR,
dtl_RuvndWc4vrMyWP,setl_gzPJ6rZ0g02xen,evt_7iJR6l1VjNtXKf,PAYMENT,110783,2216,399,108168,2026-07-02T11:30:00,INR,
dtl_rYScQyATwWDLbv,setl_f1VojUeZdAFGgW,evt_x2RSe2fdbS3wRY,PAYMENT,2999900,59998,10800,2929102,2026-06-27T11:30:00,INR,
dtl_5idIinAbvc0gd5,setl_s8yal8gd0kJSkH,evt_tSwCBEfqHrCKBJ,PAYMENT,127500,0,0,127500,2026-06-12T11:30:00,INR,
dtl_6mdQHjcVpSPYUO,setl_ejISy1ngOnZc4r,evt_U4xlTFFhFGa1wf,PAYMENT,425500,8510,1532,415458,2026-06-08T11:30:00,INR,
dtl_fKB1hOQkUHrDPI,setl_OwU3fFrEHqKob5,evt_HRUpnIyuUEihwh,PAYMENT,60000600,0,0,60000600,2026-06-19T11:30:00,INR,
dtl_8GiuCWAQZdzc1U,setl_aPOhsI6eEonFlh,evt_BbhJiV3rpbTHLV,PAYMENT,499900,9998,1800,488102,2026-06-24T11:30:00,INR,
dtl_nYdQFsPCF9gcqd,setl_T0WyYAfTOD4DoV,evt_GCUc82P08UTALa,PAYMENT,119900,0,0,119900,2026-06-02T11:30:00,INR,
dtl_hYvzIvG9TfDI54,setl_DWwcM1PnA5Knvu,evt_NnX6p3YRyQ80iG,PAYMENT,113670,2273,409,110988,2026-06-04T11:30:00,INR,
dtl_L6N99OGiuJGBx8,setl_bxJaCLlZiS4NB6,evt_NXT6EX6VkNoggr,PAYMENT,292200,5114,921,286165,2026-07-08T11:30:00,INR,
dtl_TPpZCtS5DHX0wN,setl_6txF0fX2UjMCG5,evt_1A7hBDojCGirC8,PAYMENT,2999900,52498,9450,2937952,2026-07-11T11:30:00,INR,
dtl_ZdAOmDLdf3ZcD9,setl_EjkGgQT2a5ywH4,evt_ajFC9woB81BhbI,PAYMENT,4564172,0,0,4564172,2026-06-17T11:30:00,INR,
dtl_hFrKON6SiEMXWS,setl_LaFJIUX50UDjqs,evt_zznWEDLQpE1LJN,PAYMENT,9900,0,0,9900,2026-06-15T11:30:00,INR,
dtl_qZNXvKE00RuqTG,setl_hB25esJYD5aLD1,evt_qCa1VC81jgzRpU,PAYMENT,125800,3774,679,121347,2026-06-02T11:30:00,INR,
dtl_a1ciyYHLdUxOD3,setl_NETKXUBOFUokTZ,evt_uqudyGZLWz3LPT,PAYMENT,60000612,0,0,60000612,2026-06-06T11:30:00,INR,
dtl_gW4xCEuWbdi1sc,setl_ZXXbGb3AO1ZdIp,evt_EyQJUhm1tPSoRW,PAYMENT,100000,2000,360,97640,2026-07-10T11:30:00,INR,
dtl_Jsan57sIZoa9KC,setl_EjkGgQT2a5ywH4,evt_qPfksMFXS1SZfL,PAYMENT,25100,0,0,25100,2026-06-17T11:30:00,INR,
dtl_64BlzjQfENq5IC,setl_8UewvwaVjjic9D,evt_TsZ3d1sjim6TO6,PAYMENT,249900,4373,787,244740,2026-07-07T11:30:00,INR,
dtl_MhJqhEdJPRxv8K,setl_R6ZDQUhWPs5DwJ,evt_RDSM3GQkqJb9OW,PAYMENT,465500,9310,1676,454514,2026-06-09T11:30:00,INR,
dtl_He7a9lXiHcWYYS,setl_Ocv4HNvAwpziH0,evt_uSBCesAtXn8FPh,PAYMENT,999900,17498,3150,979252,2026-06-29T11:30:00,INR,
dtl_N4NGT39XFXmRle,setl_4ueDi3TNSuo2uq,evt_fbruqobflhsodQ,PAYMENT,174357,0,0,174357,2026-06-16T11:30:00,INR,
dtl_NunD9KmvsIPAif,setl_JkR9mxuj83ZsyG,evt_gBPffzkFPpmMmX,PAYMENT,599900,0,0,599900,2026-06-10T11:30:00,INR,
dtl_WjtfoS6Ka4N5YK,setl_Moro9rooevZlnu,evt_wIm6ZDW0Sd42KJ,PAYMENT,100000,0,0,100000,2026-06-23T11:30:00,INR,
dtl_e0PFM9JFSVUEcW,setl_4ItwyIcQp1uBtG,evt_HV10fsI3HDr1XK,PAYMENT,291000,5820,1048,284132,2026-07-06T11:30:00,INR,
dtl_VCQX48txZDlSvS,setl_3GvGCP2SKwFV0r,evt_FBzJy7r26vPUME,PAYMENT,317300,0,0,317300,2026-06-05T11:30:00,INR,
dtl_6Le4VrRCf2g0zU,setl_SZW4AHt3gb9xF8,evt_ppiugoCNhIssKx,PAYMENT,37200,651,117,36432,2026-07-15T11:30:00,INR,
