event_id,event_type,txn_id,order_id,amount_paise,currency,status,created_at,method,description
evt_dJsFHag8Ch7mmQ,REFUND,pay_091W3MjdHmQsNh,order_PziiREPuvaHhwy,20000107,INR,PROCESSED,2026-07-09T06:53:20,upi,
evt_ZparJEsFBKPA9R,PAYMENT,pay_KufvQCxfrcm5ss,order_Gxmpur4XUwNlgL,2999900,INR,PROCESSED,2026-06-14T14:44:30,upi,Mi power bank 20000mAh
evt_UfHtaIwQMu2vEF,PAYMENT,pay_G7sWTlV0DJVO1S,order_iD3vCGTNwDIBNT,4342200,INR,CAPTURED,2026-06-24T14:43:08,upi,Classmate spiral notebook pack
evt_uApuDp5G7GWd7Q,PAYMENT,pay_DckywwIPBqJ903,order_6Qhr5PLLOQ9yw3,1563800,INR,PROCESSED,2026-07-13T13:07:39,upi,Bata formal derby black
evt_fIVno6EckbJY2y,PAYMENT,pay_ZlxaWWAVC9WHlF,order_1tQiAK7GLR4tdL,214189,INR,PROCESSED,2026-07-04T23:24:35,card,Classmate spiral notebook pack
evt_FhX2uLckfVpsXn,PAYMENT,pay_RZ2K0ELpR9ZCsj,order_CqWWpI1DDlDLHh,10377900,INR,PROCESSED,2026-06-18T08:00:00,card,Saffola gold edible oil 1L
evt_IyBtbjcwQueFJj,REFUND,pay_dOwlMBSjR4bBJA,order_4JQCngSwy1Nn72,25000,INR,PROCESSED,2026-07-02T14:34:23,upi,
evt_UrPPRoTzCY0WCh,PAYMENT,pay_WtLmTigKgzalDQ,order_XFlHdEwaV4aTtN,10008,INR,PROCESSED,2026-06-07T10:00:00,upi,Prestige induction cooktop 1900W
evt_hoAiWqvNcssXLT,PAYMENT,pay_HCGOV0CbMGVQM8,order_pGqDpb3srWf3Vj,472300,INR,PROCESSED,2026-06-25T05:52:59,upi,Wakefit study table walnut
evt_HxxfqjhcmvdcyS,PAYMENT,pay_CqrVHcj0ch7hm0,order_IwR7TSHrVcvT35,2937585,INR,PROCESSED,2026-07-06T12:05:47,upi,NCERT class 10 science textbook
evt_FjAwf7Yh7a2dCJ,PAYMENT,pay_y9w2TBQeanlRoG,order_F9w96KZj2hi4hX,1299900,INR,PROCESSED,2026-07-10T23:52:26,card,Minimalist niacinamide serum
evt_qHJPvoNMe1q1R9,PAYMENT,pay_183cqeaUa4JYGs,order_EiG7FAVGO73QGx,1499900,INR,PROCESSED,2026-06-03T19:16:09,card,Mi power bank 20000mAh
evt_Xsmn2hdtFKPgsx,PAYMENT,pay_GZVDpb4fPoV8z8,order_rwmOja5dhdXf9J,149900,INR,PROCESSED,2026-07-09T21:38:32,upi,Jockey vest pack of three
evt_h4feRxN7L6IggV,PAYMENT,pay_TLQkcVSPgilHki,order_bPk7ysxfQitQwJ,38956000,INR,PROCESSED,2026-06-30T21:25:51,netbanking,Hawkins contura pressure cooker 3L
evt_wt4EBg77tdX3Mk,PAYMENT,pay_RQ5PxdiEFml1rf,order_gd5FUBEFADSOTT,999900,INR,PROCESSED,2026-07-09T05:53:20,wallet,Milton thermosteel flask 1L
evt_65HPa9D9g3xxab,PAYMENT,pay_4KswJdYuXlzD57,order_OBnqXpeVz0Df5r,345600,INR,PROCESSED,2026-06-15T23:12:56,upi,Lakme absolute matte foundation
evt_Gpel6mc5gHWj5p,REFUND,pay_omxeT6nFB29DCp,order_gAhIF5SWfiQDCZ,20000107,INR,PROCESSED,2026-07-09T06:54:20,upi,
evt_w1DfSMfoYEs4DX,PAYMENT,pay_8EisejTk39c7wQ,order_uLeGCE5YA64oYH,40000,INR,PROCESSED,2026-07-12T08:00:00,card,Noise ColorFit smartwatch
evt_8EEVioZ0phkwQp,PAYMENT,pay_WNm6iNgheMHBrG,order_9dJKMJYPXrsiTE,599900,INR,PROCESSED,2026-06-07T11:20:11,upi,Jockey vest pack of three
evt_7edCF0QcaniTvg,PAYMENT,pay_JsH05iNg67gZ2a,order_9hzpgO3UcuF4ux,799900,INR,PROCESSED,2026-06-22T00:48:40,upi,Atomic Habits hardcover edition
evt_MnLHNIRvLwYVbZ,PAYMENT,pay_rWZv944hfKJsme,order_mYJIxEjjrJLbzN,2499900,INR,PROCESSED,2026-07-07T21:07:13,upi,Jockey vest pack of three
evt_XXjiy5cz774WlT,PAYMENT,pay_pave0g9iYQPtjc,order_PtMs1G0D3eOFLg,24900,INR,PROCESSED,2026-06-27T02:26:12,netbanking,Hawkins contura pressure cooker 3L
evt_M3JGhdTEZRrfxc,REFUND,pay_REb6SlIGuNCgqr,order_vG0t2a9XvjLpGN,106,INR,PROCESSED,2026-06-27T00:06:10,upi,
evt_n4TojWuCVITDUX,PAYMENT,pay_xyxYR7o7o6Ona8,order_4mIhud1XzQNO9G,241534,INR,PROCESSED,2026-06-22T13:40:16,netbanking,Woodland leather high ankle
evt_mhVGKHOYAqPcWA,PAYMENT,pay_lXhueLJcBNIWbB,order_34WsULDAwy4FVC,40000408,INR,CAPTURED,2026-06-10T09:45:00,upi,Allen Solly cotton casual shirt
evt_WR8K2tKK0cEUWq,PAYMENT,pay_iK8FmN0OeBwOe1,order_WLreXKTNIiCCXL,49900,INR,PROCESSED,2026-06-04T10:00:00,upi,Classmate spiral notebook pack
evt_pTiQHOnHTQnKqZ,PAYMENT,pay_MQJP3VcIL6KdXc,order_tnEZoKNblpMgDp,169100,INR,PROCESSED,2026-07-09T18:18:44,upi,Nike Air Zoom Pegasus 40
evt_AKRYoQdxCWsjUV,PAYMENT,pay_NnYvvO0LNU9ZWf,order_efSFqHutPJApQz,49900,INR,PROCESSED,2026-07-08T08:24:33,netbanking,Classmate spiral notebook pack
evt_lk2XJPRXY67XG6,PAYMENT,pay_e4rfhDPyNIYJsg,order_n9kRhdZA4BeONp,3909500,INR,CAPTURED,2026-06-05T17:48:32,upi,Classmate spiral notebook pack
evt_3AnzURE586KdXj,PAYMENT,pay_6jJGu5TgFmIkV6,order_GkXU1pRYP18uUR,60000612,INR,PROCESSED,2026-06-09T09:00:00,upi,Wakefit study table walnut
evt_qkd9LZ4BJDIhkP,PAYMENT,pay_HvUYqSB2xmjQew,order_JdKBrFYuTZ2SWA,33100,INR,PROCESSED,2026-06-29T06:27:28,netbanking,Levis 511 slim fit jeans
evt_H8UBHwUwWrFY1Y,PAYMENT,pay_j9aZgoCZ2sFUX6,order_1Y1RYpKxQpSXzE,119900,INR,PROCESSED,2026-06-13T14:13:49,wallet,Godrej Interio steel almirah
evt_BZeQYF6jcJYfPj,PAYMENT,pay_kDumVYNu3x9trV,order_GMBSqEBjyXBX2u,1649854,INR,PROCESSED,2026-06-27T02:26:12,card,Bata formal derby black
evt_pTBvYjsexUs14E,PAYMENT,pay_vVqLHnWDmD8BYG,order_JqRQb2rBjkx72a,342700,INR,CAPTURED,2026-06-17T00:47:01,netbanking,NCERT class 10 science textbook
evt_B8YXPVol7Ma96U,PAYMENT,pay_anpQQk8Uqf8aN4,order_9iEeWnXM7zCzWO,3054707,INR,PROCESSED,2026-07-08T08:24:33,upi,Nescafe classic 200g jar
evt_fWDyX0gtncw834,PAYMENT,pay_oPh63d9WeeVseG,order_KB21GSQxmzNsP8,404122,INR,PROCESSED,2026-07-08T09:05:14,wallet,Hawkins contura pressure cooker 3L
evt_S1zjgvFYHS767O,PAYMENT,pay_DBf2cp8GYY1904,order_bam2L4TGOWyhlN,30000315,INR,PROCESSED,2026-07-12T08:00:00,upi,Puma Smash v2 sneakers
evt_SiibY3f2ZXjzDk,PAYMENT,pay_f3f8GLYVfmZvOY,order_XzbJT5iougjmFl,29900,INR,PROCESSED,2026-06-01T10:00:00,upi,Nike Air Zoom Pegasus 40
evt_OZNqXgECRyWKsq,PAYMENT,pay_sjjhkxRY8nD0JB,order_Ph2EMDT3oPTUHE,362600,INR,CAPTURED,2026-06-10T01:47:32,netbanking,Saffola gold edible oil 1L
evt_DCWaMnsEnH5Te8,REFUND,pay_uZgseR2KPq4lYm,order_kSFnlnnB9vab0X,10000104,INR,PROCESSED,2026-07-07T09:15:00,upi,
evt_BIuTfdeh0hEhRA,REFUND,pay_EYA9OQZyCQHqKl,order_Kk6IE5toFJBLW7,20000101,INR,PROCESSED,2026-06-03T19:46:29,upi,
evt_hucDtM5mXwl5qS,PAYMENT,pay_lfBdKZdyoYM1EG,order_X3RBoox0csS9Xy,69900,INR,PROCESSED,2026-06-15T23:12:56,netbanking,Nike Air Zoom Pegasus 40
evt_FzMPzbeGt6WPPI,PAYMENT,pay_WPpDBasRiDVnYf,order_Ha3cPtCzvGQNrW,365784,INR,PROCESSED,2026-06-06T14:24:12,upi,Allen Solly cotton casual shirt
evt_rxJMrIiwPmr4bO,PAYMENT,pay_341z3YjAC0JuOR,order_gsYWGywWD1wzKm,42200,INR,PROCESSED,2026-07-09T08:00:00,emi,Classmate spiral notebook pack
evt_K6LIbTTqsa1Jel,PAYMENT,pay_ZXo2UMU6jNBg5j,order_rWm5P7Xj1fzcEK,1999900,INR,PROCESSED,2026-06-08T07:37:48,upi,Milton thermosteel flask 1L
evt_sv03FbvuZgkNzI,REFUND,pay_v79cApcILgnllv,order_f9Fvk2IFbkmpzf,108,INR,PROCESSED,2026-06-21T10:13:26,upi,
evt_wshXVSlPS6sZts,PAYMENT,pay_3lW95oS9y2s69D,order_baiPfXW1QYzxdA,418250,INR,PROCESSED,2026-07-09T12:01:54,card,Mamaearth onion hair shampoo
evt_IAboGzYf8XYuzQ,PAYMENT,pay_ecVl7ruoYpEH2E,order_BYYgz90y8SnQR5,330218,INR,PROCESSED,2026-07-14T09:07:57,upi,Hawkins contura pressure cooker 3L
evt_wH5VhbxrxOkgPF,PAYMENT,pay_pxo5F6hAz81maZ,order_JdhHQF0ojh1TQP,89900,INR,PROCESSED,2026-06-15T23:12:56,upi,Nike Air Zoom Pegasus 40
evt_05WRrybhRIU1jN,PAYMENT,pay_qxbU4nJrdTtF7p,order_PbBumiHYWs99W7,48200,INR,CAPTURED,2026-06-22T19:26:40,netbanking,Tata Sampann toor dal 1kg
evt_Sv8mAoE03iEsI3,PAYMENT,pay_EbTo6QTsE0H76K,order_hDpgRYx3iZwtiT,30000327,INR,PROCESSED,2026-07-06T08:00:00,upi,Jockey vest pack of three
evt_LUswPt3brgneMj,REFUND,pay_qDYJVQ1u6pQzCn,order_lzPdJXm8OAVwnX,25000,INR,PROCESSED,2026-06-12T16:42:16,card,
evt_DhChzcjq0I5P5Z,PAYMENT,pay_77aOd91RsfHH8R,order_AyuNXVWO2jPh8R,30400,INR,PROCESSED,2026-06-30T05:37:32,wallet,Levis 511 slim fit jeans
evt_MlZR3hwG1WqeKC,PAYMENT,pay_wr6TDSd8Zv4yiZ,order_XP6r19PbmtuKxT,100000,INR,PROCESSED,2026-07-02T14:34:23,netbanking,Wakefit study table walnut
evt_9CeAUnGqy0F2yv,REFUND,pay_6jJGu5TgFmIkV6,order_GkXU1pRYP18uUR,10000102,INR,PROCESSED,2026-06-13T09:30:00,upi,
evt_WLaU8eA3bgDKEA,PAYMENT,pay_RbdDJSwJpN9MT6,order_3sDjbjR1pVmZ7F,179900,INR,PROCESSED,2026-06-23T10:34:38,card,Levis 511 slim fit jeans
evt_cpty5pEpmAjMkF,REFUND,pay_5H8TY6RG4ogLH7,order_cCNKT3NMfrzWiS,10000100,INR,PROCESSED,2026-07-08T09:15:00,upi,
evt_svMTzLUilP5fox,REFUND,pay_Og1ohxXvLxqz6B,order_qoFc7j8TfHaFYv,10000101,INR,PROCESSED,2026-07-04T09:30:00,upi,
evt_5dxw2DxQOlqTy7,REFUND,pay_a6xZyOXpCK0dhH,order_EX6Vd5JtSMWaLx,259725,INR,PROCESSED,2026-06-17T12:42:15,card,
evt_CcvXF6uCyPELEK,PAYMENT,pay_nVFAbaarO1f7em,order_GCsdyWnRWA4yw2,87545,INR,PROCESSED,2026-06-16T06:29:35,card,Woodland leather high ankle
evt_Rw4aWLTldLMsLe,PAYMENT,pay_ueb3eCGBFZJs3o,order_DQYsIrJSQrDb2u,20100106,INR,PROCESSED,2026-06-08T07:38:48,upi,Nike Air Zoom Pegasus 40
evt_45orLDElQR9vLN,PAYMENT,pay_pgRs9Q0f1n15zN,order_y8TJ4Uox0epjrj,207400,INR,PROCESSED,2026-06-30T21:25:51,card,Levis 511 slim fit jeans
evt_33lB18sTulFgbI,PAYMENT,pay_HB1kU12ul5cCW0,order_booLQGJMNm2ExU,100000,INR,PROCESSED,2026-06-13T23:12:56,upi,Aashirvaad select atta 5kg
evt_S9ILFbvjV8uLMR,PAYMENT,pay_4WmAGh7JuxO95e,order_mVHQlgWQQEny0I,4162900,INR,PROCESSED,2026-06-11T04:46:32,upi,Minimalist niacinamide serum
evt_VouYrttSlJCiZs,PAYMENT,pay_Rg9pvq5uJGPbaV,order_s71HERyC24RINR,40000424,INR,PROCESSED,2026-06-28T09:00:00,upi,Allen Solly cotton casual shirt
evt_qgRb3TOEw0DrvH,PAYMENT,pay_quoaFjwxgQspkv,order_1mMTVhQFa6ioTD,40000420,INR,PROCESSED,2026-07-10T09:00:00,upi,Biba anarkali kurta set
evt_QwTWUAKUwjatIM,PAYMENT,pay_xYBmCfwXNaO8Wh,order_5Nww1UuHODiDik,119900,INR,PROCESSED,2026-06-21T09:13:26,card,Wakefit study table walnut
evt_h1LDrk1IodXqIM,REFUND,pay_bXBxqlv6gHDcR0,order_8TQhH41tJyevU5,20000108,INR,PROCESSED,2026-06-06T12:19:44,upi,
evt_K50tny5U7UwNQS,PAYMENT,pay_EV5vPyVCe1z12W,order_3TpohOxLRicwLe,302600,INR,PROCESSED,2026-06-22T13:40:16,upi,Borosil glass tumbler set of six
evt_6OEaSVeR4NSVyY,PAYMENT,pay_LchFgg9YprSyGp,order_wZ6DxZKfmY5PS5,16602200,INR,PROCESSED,2026-06-04T10:00:00,upi,Biba anarkali kurta set
evt_2cUmkIbwctXJeJ,PAYMENT,pay_3uj2TT13O8aV9E,order_YdWrMOgdZUgKZz,399900,INR,PROCESSED,2026-06-29T08:00:00,card,Prestige induction cooktop 1900W
evt_fUvCCJjXceG6bt,PAYMENT,pay_WnhAoO0h26P3Ib,order_RSEKJyevmHCHjg,55276,INR,PROCESSED,2026-07-09T21:07:48,upi,Wings of Fire paperback
evt_2btYv4QnWy19j8,PAYMENT,pay_EzYQKFDsfI37PG,order_ZtvKgfkjV0nWtT,499900,INR,PROCESSED,2026-06-30T04:07:34,upi,Mi power bank 20000mAh
evt_GLYe5sGwEUYW1m,PAYMENT,pay_mnZ75ZFM9VK9Oo,order_QNklidxcGwux2h,499900,INR,PROCESSED,2026-06-19T07:01:39,card,Nilkamal stackable plastic chair
evt_QxAmIVnOtuQZqb,PAYMENT,pay_N3ZZ6SOKBWPhsa,order_qnAEmc56I6TIET,2843674,INR,PROCESSED,2026-07-11T18:18:44,card,Mi power bank 20000mAh
evt_2JLZq7sg2oT1x3,PAYMENT,pay_InmbNjvm31DLk2,order_JHLiikuO582OD0,16200,INR,PROCESSED,2026-06-23T10:34:38,upi,Godrej Interio steel almirah
evt_rbR0CFn6lXIYHg,PAYMENT,pay_BBeF1Y1iAwJyPB,order_ZtVGXv6bKzMz9h,55200,INR,PROCESSED,2026-06-06T14:24:12,upi,Wakefit study table walnut
evt_Rp9ft5iooY1fHJ,PAYMENT,pay_ZhBY4VE89OWGuz,order_ESmeH9cZhyvpMa,299900,INR,PROCESSED,2026-07-06T12:05:47,card,NCERT class 10 science textbook
evt_lUgzbdMCUlmJMa,PAYMENT,pay_f7BIeFrR76wVk4,order_nDLD836rQd1p6I,4900,INR,PROCESSED,2026-06-13T14:13:49,upi,Sleepwell ortho mattress queen
evt_Tzg2Eo62TF0Al1,PAYMENT,pay_GMbrZpOd3XTy1x,order_x8u7SQok2K5aGq,30000333,INR,CAPTURED,2026-07-01T09:45:00,upi,Jockey vest pack of three
evt_oUPbr2YFqdP1Cl,PAYMENT,pay_yxb6gfNsVXkVfe,order_5QTyoR6CwFzCTh,766700,INR,PROCESSED,2026-06-23T10:12:57,upi,Levis 511 slim fit jeans
evt_1PY0THWNB9dAnD,PAYMENT,pay_8GRVM8SPFdvWL2,order_EmG1TxBRWvshyw,2999900,INR,PROCESSED,2026-06-27T08:13:10,netbanking,Levis 511 slim fit jeans
evt_8cE1OJg2KqalGm,REFUND,pay_4v4QCGtSyyZeI8,order_Y7TRwMZ1woC6FA,10000103,INR,PROCESSED,2026-06-29T09:15:00,upi,
evt_F9zW4PYygChr0o,PAYMENT,pay_InF0i44VKekMls,order_qJgx41mKCPOEzz,47427,INR,PROCESSED,2026-06-17T02:50:14,netbanking,Borosil glass tumbler set of six
evt_0nxa753qLf6vOa,REFUND,pay_RdnBHarE0Qa8x7,order_2RWthVJ6gt5fIF,20000103,INR,PROCESSED,2026-06-17T03:51:14,upi,
evt_7g0kq1m1vumSWD,PAYMENT,pay_upRCOIOJYfrV1X,order_h6NLspFLJAUrkx,243375,INR,PROCESSED,2026-06-30T21:25:51,upi,Aashirvaad select atta 5kg
evt_upNLU5oDzvKJ3O,PAYMENT,pay_wfYFn6iKmxQEQm,order_eSeKVMMMoq4o2c,59900,INR,PROCESSED,2026-07-07T18:34:17,netbanking,Jockey vest pack of three
evt_VaY6bZA5ZSeraz,PAYMENT,pay_zyyxt32Elhoicp,order_wQ5etiSInHgqtp,20763,INR,PROCESSED,2026-06-07T11:20:11,emi,Mi power bank 20000mAh
evt_4UZwH6Qwxq4NXA,PAYMENT,pay_1JER4ZsnSNV5Tx,order_x7e4E677zprCXi,60000648,INR,PROCESSED,2026-06-12T09:30:00,upi,Lakme absolute matte foundation
evt_ruC0BFBW9xOU2e,REFUND,pay_UMIgDhodwgpCQH,order_lvDUeNuUYQili7,10000112,INR,PROCESSED,2026-07-12T09:00:00,upi,
evt_de14TM45apiF3y,PAYMENT,pay_zkHFS8iZaEbRVF,order_ojSHJj1kUeuvQe,89900,INR,PROCESSED,2026-07-09T06:12:51,upi,Lakme absolute matte foundation
evt_sMWuLRJOmzyYaM,REFUND,pay_Rg9pvq5uJGPbaV,order_s71HERyC24RINR,10000106,INR,PROCESSED,2026-06-30T09:15:00,upi,
evt_kXuN71EppXraFQ,PAYMENT,pay_dk7sx476Z9Vjjd,order_vG0IT9X3CVH1xo,258784,INR,CAPTURED,2026-07-01T11:33:00,card,Minimalist niacinamide serum
evt_iawzi2RgtznvmC,PAYMENT,pay_ve66PNdnge9dzq,order_HdSRQta8v1e4J0,1999900,INR,CAPTURED,2026-07-04T23:24:42,upi,Mamaearth onion hair shampoo
evt_Ib9lMSCFvO3I3u,PAYMENT,pay_9GXFOhnGFLQAcK,order_pYNEWPaQ9JzOoF,4611800,INR,PROCESSED,2026-07-04T23:24:35,card,Aashirvaad select atta 5kg
evt_CZKivtQAjqn3MI,PAYMENT,pay_Humn5JQQ1eOEiH,order_m61qkOURkoH0Pg,44900,INR,PROCESSED,2026-06-02T09:59:59,upi,Prestige induction cooktop 1900W
evt_lLaUqEksMMvIM2,PAYMENT,pay_eXw3RNmtQq2rh2,order_6E7JGR7NEtVMPX,4999900,INR,PROCESSED,2026-06-11T00:52:57,netbanking,Lakme absolute matte foundation
evt_JPUAbVcAKQfn5D,PAYMENT,pay_5ZGc4wyHvRVYqV,order_aa3UtXm4Cfc0Av,174300,INR,PROCESSED,2026-06-22T00:48:40,upi,boAt Rockerz 450 headphones
evt_Z67A0W6SHybmgq,PAYMENT,pay_I62t912wq8aXjr,order_KZRMFuY5oNDvFQ,328023,INR,PROCESSED,2026-06-30T05:37:32,card,Prestige induction cooktop 1900W
evt_HAizsB6kseQ1jd,PAYMENT,pay_omxeT6nFB29DCp,order_gAhIF5SWfiQDCZ,20100107,INR,PROCESSED,2026-07-09T05:54:20,upi,NCERT class 10 science textbook
evt_m9w7voKYJLtgXI,REFUND,pay_1JER4ZsnSNV5Tx,order_x7e4E677zprCXi,10000108,INR,PROCESSED,2026-06-15T09:00:00,upi,
evt_wp6qO02ELHa8ZZ,PAYMENT,pay_NLxh1jZse07I2u,order_NkzyH0XuDT2x4K,1674182,INR,FAILED,2026-07-10T06:23:44,card,Mamaearth onion hair shampoo
evt_5HQpgTi9hKcmlm,PAYMENT,pay_suoPHj3I1uEjSS,order_yNT70SnVVscjux,149900,INR,PROCESSED,2026-07-11T10:36:38,upi,Nike Air Zoom Pegasus 40
evt_2s5e52FCMcoFkP,REFUND,pay_gO5N2bkQCC1oOu,order_sbF6cGXEUJV10X,10000110,INR,PROCESSED,2026-06-19T09:00:00,upi,
evt_9vkTsroTkob7rJ,PAYMENT,pay_UpZkKCZU77MzRt,order_tpJy4qyNXVjQkQ,349900,INR,PROCESSED,2026-06-07T11:20:11,netbanking,Godrej Interio steel almirah
evt_KDV8Ybglig4DcK,REFUND,pay_jTiRIg3jKWThlj,order_JEh85X8YZUcrA7,20000104,INR,PROCESSED,2026-06-23T11:12:57,upi,
evt_jYxy2FZr7ijvwN,PAYMENT,pay_64vomyencLEaXP,order_hQE0rjWrlU7IMJ,599900,INR,PROCESSED,2026-07-08T09:05:14,netbanking,Atomic Habits hardcover edition
evt_Nm8J46FRESDviM,PAYMENT,pay_avT7WWgDHkop8K,order_Ab2n6HUR1GDnNc,77900,INR,PROCESSED,2026-06-23T10:34:38,upi,Nilkamal stackable plastic chair
evt_LCPPg9hTLcMW2L,PAYMENT,pay_jmnEow7qkhtdnZ,order_1rGYKF4FvAIof3,30000324,INR,PROCESSED,2026-06-17T08:00:00,upi,Classmate spiral notebook pack
evt_ARO7P30vtyckCZ,PAYMENT,pay_I57DqdiZ8iArK0,order_B2BwZONPZFBRzI,4999900,INR,PROCESSED,2026-07-10T23:52:26,upi,Nike Air Zoom Pegasus 40
evt_sixaabSe5JlasM,PAYMENT,pay_6rRo7yVVH9vU0b,order_pelS9GHFTujzeI,141983,INR,PROCESSED,2026-07-13T13:07:39,upi,Woodland leather high ankle
evt_05mGbddmVQW8L6,PAYMENT,pay_yRyv2jti88nlVM,order_moIRrGUKsWLZuV,249900,INR,PROCESSED,2026-06-15T21:58:41,upi,Milton thermosteel flask 1L
evt_fKWHl6lyQWUESK,PAYMENT,pay_PDccFvwy2TftJM,order_rMzbQI1SKr1keg,349900,INR,PROCESSED,2026-07-14T18:37:15,wallet,Aashirvaad select atta 5kg
evt_biIzU6kPdFSgex,PAYMENT,pay_SeJfwEVjTqdR35,order_Pkv39jKL68yVVf,30000333,INR,PROCESSED,2026-07-05T08:00:00,upi,Aashirvaad select atta 5kg
evt_5e9pKfbkB3WgWJ,PAYMENT,pay_qDYJVQ1u6pQzCn,order_lzPdJXm8OAVwnX,100000,INR,PROCESSED,2026-06-10T16:42:16,card,Bata formal derby black
evt_gyCfIxgqKrm57p,PAYMENT,pay_hyQEP8tugHSOwd,order_Z2NU4Cbak5rjit,30000309,INR,PROCESSED,2026-06-30T08:00:00,upi,Milton thermosteel flask 1L
evt_EWjClHZYDCKyQX,PAYMENT,pay_CpSp5HOVLunex0,order_noIzp3FtHVlu8b,69900,INR,PROCESSED,2026-07-12T08:00:00,card,Tata Sampann toor dal 1kg
evt_kZH3GUSBJ0qbG8,PAYMENT,pay_3USLUTiCvho3Io,order_HMkkAPsD8kSIdt,34593,INR,PROCESSED,2026-06-19T00:23:04,upi,Mamaearth onion hair shampoo
evt_Hqv32ROabprSdu,PAYMENT,pay_sQH8mmWLpeSkgW,order_Q6lqJHpZDV1Z4z,20100105,INR,PROCESSED,2026-06-04T06:37:38,upi,Realme Buds Wireless 2 neckband
evt_cEGjtkN4vRN5of,PAYMENT,pay_XP8XyswNTTwn5q,order_LSyZvLDge5r7W1,389500,INR,FAILED,2026-06-13T17:29:51,card,Sleepwell ortho mattress queen
evt_R7KnIlEusIbOBa,PAYMENT,pay_EmqkB2lmt0akBo,order_1aCrcqUACK8tMT,46300,INR,PROCESSED,2026-06-07T10:00:00,card,NCERT class 10 science textbook
evt_CrYFl5qxxzi6GA,REFUND,pay_5zD47ByppeHg6c,order_N50htQrkDiFGzK,107,INR,PROCESSED,2026-07-02T03:30:23,upi,
evt_cjkJ8xpatiyu9F,PAYMENT,pay_SFNnHoctXHj3IE,order_jTHtqgbgXjV5nO,29900,INR,PROCESSED,2026-06-16T06:29:35,upi,Aashirvaad select atta 5kg
evt_QmBlFhONgW88Z5,REFUND,pay_B1MBbxTlgh6LQX,order_IaXedYNb2ChDPO,20000110,INR,PROCESSED,2026-06-18T11:00:04,upi,
evt_JZyevnvyb29yae,PAYMENT,pay_3KlCki5Taqg9NA,order_TpTitcChJeQVaI,2524191,INR,PROCESSED,2026-06-30T05:37:32,card,Mi power bank 20000mAh
evt_BsNmtUUgF1ReaC,PAYMENT,pay_aIsIdKaqamZDy7,order_gCrJLcFlLAa9Y1,4896800,INR,PROCESSED,2026-06-11T04:46:32,card,Lakme absolute matte foundation
evt_FnOSdBDYrGEixC,PAYMENT,pay_QNrXndyqeraUSb,order_9NWAziG9PqxiWc,429700,INR,PROCESSED,2026-06-21T09:13:26,netbanking,Nike Air Zoom Pegasus 40
evt_3hjNYZdU3l7ISX,PAYMENT,pay_aCcFkD2kiIn2Ky,order_T0yXOukfbYF9RW,358800,INR,PROCESSED,2026-07-05T02:25:56,netbanking,Levis 511 slim fit jeans
evt_oJ4Ku8mvuAZFvG,PAYMENT,pay_Q6bXaDw22RT5at,order_pISsV8WvNyfYaY,354903,INR,PROCESSED,2026-06-17T02:50:14,wallet,Nykaa so matte lipstick
evt_Nv7gG7M5aGx8zS,PAYMENT,pay_jv2zYfWdvlQdm8,order_6csc4yXoVR1nJE,472953,INR,PROCESSED,2026-06-04T06:37:38,wallet,Nescafe classic 200g jar
evt_NyfKxm6enoSlZV,PAYMENT,pay_0R2bmjKfLiW4BD,order_yPmifVPZqQcmC3,2499900,INR,PROCESSED,2026-06-30T05:37:32,emi,Woodland leather high ankle
evt_oUoBuxV1bKViiL,PAYMENT,pay_88vnr6j7Qs26Uv,order_48juJyeJyHP14R,392900,INR,PROCESSED,2026-06-02T05:23:20,upi,Prestige induction cooktop 1900W
evt_zoJUnEAMVGlgNY,REFUND,pay_mXxgu60p2IPPEW,order_rhccfDcSF2bNi8,102,INR,PROCESSED,2026-07-05T03:25:56,upi,
evt_9OygjEZ3p0zQ44,PAYMENT,pay_mjCLxZ2RPDD8qI,order_mMnF8XihOWXWce,1299900,INR,PROCESSED,2026-06-11T00:52:57,upi,Wakefit study table walnut
evt_TNHjovjGxFwpSL,REFUND,pay_zZRQ0Frilwa9ua,order_kivaPPkJRmiLZL,105,INR,PROCESSED,2026-06-11T01:52:57,upi,
evt_vMhuGIxS2Db9la,PAYMENT,pay_RKLbVtVUMlY4xr,order_7urgrW9XEHBgpt,23500,INR,PROCESSED,2026-06-29T08:00:00,card,Tata Sampann toor dal 1kg
evt_WZpoBf0z71oqhY,PAYMENT,pay_EvqM6ZP3uyUkpG,order_ipf215ucwxOzkW,18600,INR,FAILED,2026-06-10T23:23:26,netbanking,Nescafe classic 200g jar
evt_OhGzUtVrlly3GS,PAYMENT,pay_7za0X1kR9fdQAl,order_5OT3GR1nzIDG0T,29900,INR,PROCESSED,2026-06-04T10:00:00,upi,Levis 511 slim fit jeans
evt_Rq0hwXK4CVtKIa,REFUND,pay_GserIa3XG3KlNF,order_wrAHDEPoIR5KEi,10000113,INR,PROCESSED,2026-07-10T09:00:00,upi,
evt_n039fK75Qn34F7,PAYMENT,pay_j4v1pq2sapn5IX,order_dT0RyyKVpiXpdu,34900,INR,PROCESSED,2026-07-10T23:52:26,card,Godrej Interio steel almirah
evt_CE9QMtGrWZW9sp,PAYMENT,pay_gIV565Ub5YX5es,order_JzmfYSiGDpKO3e,30000318,INR,PROCESSED,2026-06-29T08:00:00,upi,Wakefit study table walnut
