detail_id,settlement_id,event_id,line_type,gross_effect_paise,fee_paise,tax_paise,net_effect_paise,settled_at,currency,reference_text
dtl_HJ6rKF3ediKQyE,setl_ztEt4QFUcxnZIY,evt_kd9LZ4BJDIhkPJ,PAYMENT,251015,7530,1355,242130,2026-06-08T11:30:00,INR,
dtl_rAFWj80gRCOeDc,setl_jfS75PpM7il74g,evt_3jKWThljNtNZKe,PAYMENT,1334300,0,0,1334300,2026-06-10T11:30:00,INR,
dtl_ausqIMow00myIX,setl_OGWEdCX3fBY2jp,evt_1mQNklidxcGwux,PAYMENT,4206800,84136,15144,4107520,2026-07-02T11:30:00,INR,
dtl_LhFNnc7v6YVGvv,setl_ur4XUwNlgLaNFj,evt_L4adxqXNZlK7i1,PAYMENT,239016,0,0,239016,2026-07-02T11:30:00,INR,
dtl_Em44ARqVtFrwe4,setl_a9XvjLpGNQBM3J,evt_y4OGUIZZxEI7pN,PAYMENT,4557448,91149,16407,4449892,2026-06-04T11:30:00,INR,
dtl_BQ0ouub4tStDRO,setl_OGWEdCX3fBY2jp,evt_Wz7UeofT1hwZpA,PAYMENT,119900,0,0,119900,2026-07-02T11:30:00,INR,
dtl_hL19DqPUgM2NwC,setl_cwPfOTmqGFuzNd,,REFUND,-2502,0,0,-2502,2026-06-08T11:30:00,INR,
dtl_IbooLQGJMNm2Ex,setl_033lB18sTulFgb,evt_XJeJYdWrMOgdZU,PAYMENT,4999900,149997,26999,4822904,2026-06-03T11:30:00,INR,
dtl_tLpDSm788r0gBx,setl_O3dWE1amfNyxpF,evt_fwfYFn6iKmxQEQ,PAYMENT,199900,3498,630,195772,2026-06-05T11:30:00,INR,
dtl_WNTUHzf7Thae6g,setl_jBsxkLGPzFuEGW,evt_UriQYIzZKRXs8I,PAYMENT,100000,2000,360,97640,2026-06-08T11:30:00,INR,
dtl_Sz5MKNTmaIUrjx,setl_QPe7pGO0QCWg91,evt_NkxWhc098iScrb,PAYMENT,3836300,76726,13811,3745763,2026-06-04T11:30:00,INR,
dtl_4fPoV8z8Xsmn2h,setl_6p3wjSbNku7LHI,evt_zFbscTvfKW27dy,PAYMENT,34900,611,110,34179,2026-06-15T11:30:00,INR,
dtl_HILFqe5TSFW5xB,setl_ObpEJlWEprsMuG,evt_FFqMBn1aMb83At,PAYMENT,59900,0,0,59900,2026-06-30T11:30:00,INR,
dtl_TULnbRE3OEXJsT,setl_jiy5cz774WlTPt,evt_wC6XXyPrSQyRt6,PAYMENT,4586979,91740,16513,4478726,2026-07-15T11:30:00,INR,
dtl_kxV2F8Xfw6n2b0,setl_ZwH6Qwxq4NXAx7,evt_vGyaYhYt44NKyW,PAYMENT,29102,582,105,28415,2026-06-25T11:30:00,INR,
dtl_wbHEET9WsylBSJ,setl_xfEboOcL6xwYFm,evt_LpAazXQvpyslDj,PAYMENT,24900,0,0,24900,2026-07-08T11:30:00,INR,
dtl_QMcHRu4vWZQ7Ua,setl_cwPfOTmqGFuzNd,evt_kWDpkCckrXUSBu,PAYMENT,59900,1198,216,58486,2026-06-08T11:30:00,INR,
dtl_BYkQ6jTaygHB04,setl_842SyuoKts9sH8,evt_gLH7av57G5iKQE,PAYMENT,40000400,0,0,40000400,2026-07-06T11:30:00,INR,
dtl_PjqYpYcDiAZnHC,setl_dt8GgAMgCvp0U0,evt_4xZi3jXLkTRUdp,PAYMENT,30000309,0,0,30000309,2026-06-03T11:30:00,INR,
dtl_bY66IhqPP0hJWm,setl_AKkZMZfdmZ19qV,evt_XCYbXvSWI4sk47,REFUND,-10000112,0,0,-10000112,2026-06-20T11:30:00,INR,
dtl_uXrqs3VOUO9713,setl_NciKq3X1M7HGiM,evt_6jJGu5TgFmIkV6,PAYMENT,331600,0,0,331600,2026-06-15T11:30:00,INR,
dtl_WdHV1BdSXGuxi7,setl_aklwkoKuadvlue,evt_tFvnEpBIC2kgQz,PAYMENT,39900,0,0,39900,2026-06-29T11:30:00,INR,
dtl_unxtpIgwAGLetQ,setl_x5UZWrZy27GWnU,evt_ThoLWte68Kr7pd,PAYMENT,99900,1998,360,97542,2026-06-06T11:30:00,INR,
dtl_RYUiMdsPZs7Bqh,setl_ur4XUwNlgLaNFj,evt_oqxKXiOv7A0x4P,PAYMENT,79500,0,0,79500,2026-07-02T11:30:00,INR,
dtl_WmRvBx9oY15W8D,setl_e7JnlinTqjyk7b,evt_C2bP8QjcQSpARt,PAYMENT,44900,898,162,43840,2026-06-08T11:30:00,INR,
dtl_2FZr7ijvwNhQE0,setl_myencLEaXPjYxy,evt_oPh63d9WeeVseG,PAYMENT,176400,3528,635,172237,2026-07-07T11:30:00,INR,
dtl_UtcLGeFPH89PJz,setl_8TtVOrw4d5rChs,evt_YJLHvYEYdATlHd,PAYMENT,1299900,0,0,1299900,2026-06-02T11:30:00,INR,
dtl_LIH9eyZ1JGKLUQ,setl_iKNp2w2kWJvRCw,evt_Rg6GZ7khOpqHpM,PAYMENT,349900,6998,1260,341642,2026-06-20T11:30:00,INR,
dtl_oqJuxrqyteMRqF,setl_tQF2HIalBvWWvf,evt_WroDPXViIokRq4,PAYMENT,49125,860,155,48110,2026-06-27T11:30:00,INR,
dtl_G8w35hgkEmOFZm,setl_KeVsabj5yizFNZ,evt_K1KpvsqoSDHN0z,REFUND,-10000101,0,0,-10000101,2026-07-14T11:30:00,INR,
dtl_AZaeiJ4w5ZttwH,setl_jfS75PpM7il74g,evt_6CwFzCThXFWmb3,PAYMENT,40499,0,0,40499,2026-06-10T11:30:00,INR,
dtl_99J67tpZYishVa,setl_7GviaGB0YDENWH,evt_xvsECwRvxUNA1x,PAYMENT,299900,0,0,299900,2026-07-09T11:30:00,INR,
dtl_3U5GrTDn64Un9h,setl_0CbMGVQM8hoAiW,evt_m17GuAcoZPJTLv,PAYMENT,2524500,50490,9088,2464922,2026-06-18T11:30:00,INR,
dtl_WudplbSF9MsbSc,setl_5TyLKvQznJwRJ2,evt_OOrIFIlHTPyY2p,REFUND,-10000110,0,0,-10000110,2026-06-05T11:30:00,INR,
dtl_FaM7Helf0oWXQd,setl_QwRAWE8X0knXJd,evt_1emVEza5GiWdDE,PAYMENT,33700,674,121,32905,2026-07-04T11:30:00,INR,
dtl_GklsRiEHokeCbk,setl_enspPzy67ef9Rw,,REFUND,-109,0,0,-109,2026-07-11T11:30:00,INR,
dtl_aXRaUnGwfQAM3D,setl_vx7RPwBPSqX4dw,evt_WvutJo5EOeT9IH,PAYMENT,119900,2398,432,117070,2026-06-03T11:30:00,INR,
dtl_pwT1ICgyYxSCV3,setl_PasupRCOIOJYfr,evt_ewjS7jRBu9IRUF,PAYMENT,34900,698,126,34076,2026-06-22T11:30:00,INR,
dtl_RIBjvNED3AQHxF,setl_MaLuBPkh537M0B,evt_wfwnN12Vv1XD5i,PAYMENT,4162203,0,0,4162203,2026-07-11T11:30:00,INR,
dtl_GAT25adfMhnrZe,setl_C4Bvq0l2iSbPCn,,REFUND,-107,0,0,-107,2026-06-04T11:30:00,INR,
dtl_bAMe6uIyXtFoDz,setl_MnQGhaB1NW15n8,evt_AzDW0gycuCGIW3,PAYMENT,25200,504,91,24605,2026-07-13T11:30:00,INR,
dtl_JeQVaI1GY482pJ,setl_zcwOsn3KlCki5T,evt_uY5oNDvFQT4v86,PAYMENT,2999900,59998,10800,2929102,2026-06-10T11:30:00,INR,
dtl_MUNzOwhIVf4prM,setl_ur4XUwNlgLaNFj,evt_KLZWw8VZDH1yHs,PAYMENT,361000,0,0,361000,2026-07-02T11:30:00,INR,
dtl_CKLIruVrhNEEjq,setl_2mvVwiV812hV8M,evt_1aJnATK8ZK6AN5,PAYMENT,298500,5970,1075,291455,2026-06-13T11:30:00,INR,
dtl_cjylpcWJ09Wu8p,setl_iYewZKMvkqajNV,evt_K7VoI6WBnyrCMp,PAYMENT,4900,98,18,4784,2026-07-08T11:30:00,INR,
dtl_r6TDSd8Zv4yiZM,setl_wdOwlMBSjR4bBJ,evt_qSdsj6tqFm2Jun,PAYMENT,26512,530,95,25887,2026-06-25T11:30:00,INR,
dtl_nqXpeVz0Df5rhd,setl_033lB18sTulFgb,evt_IZ3tOtlmujAXiY,PAYMENT,4999900,0,0,4999900,2026-06-03T11:30:00,INR,
dtl_uZgseR2KPq4lYm,setl_jyLYgWfkIDczr5,evt_3GsIInNfXqofrg,PAYMENT,7800,0,0,7800,2026-06-26T11:30:00,INR,
dtl_We0j2lYjAunLbM,setl_SuqvHiJ6iSUDhZ,evt_5ITrtO437ZeejN,REFUND,-10000108,0,0,-10000108,2026-06-22T11:30:00,INR,
dtl_WV6YG8YPqTRv8h,setl_KamCpoLFY3YQIn,evt_6IWLWMWX1woQEX,PAYMENT,462000,0,0,462000,2026-06-16T11:30:00,INR,
dtl_vhmD0rWUmY6fpE,setl_IXsmQXuf6lAVTX,evt_NVe4hFz79ktsnh,PAYMENT,241406,4928,887,235591,2026-07-15T11:30:00,INR,
dtl_Za2chTee4iOTTN,setl_pusldMYC3l7rMe,evt_W5OQpt4CueAQCw,PAYMENT,38852,777,140,37935,2026-06-13T11:30:00,INR,
dtl_a9esyQaxgCEdB1,setl_gtrQfu7mwXyrWv,evt_tS7QClAh9SmBQn,PAYMENT,19447,389,70,18988,2026-06-13T11:30:00,INR,
dtl_mJLIxozBA8maeG,setl_9Ffgb3h57CHAJT,evt_fQoICnMfkRirdv,PAYMENT,19318,338,61,18919,2026-06-23T11:30:00,INR,
dtl_R9fdQAlOhGzUtV,setl_p987jAinJ9ALcA,,REFUND,-2501,0,0,-2501,2026-06-05T11:30:00,INR,
dtl_Yixq6j0VFXs9bo,setl_k2hRqh2UNJUqIh,evt_URygHr96e0WEPk,PAYMENT,119900,0,0,119900,2026-07-13T11:30:00,INR,
dtl_sSoiwe5s8gsQrq,setl_dIwWvyo70SbrBV,evt_LVfJrfnBgPJleg,PAYMENT,4999900,99998,18000,4881902,2026-07-16T11:30:00,INR,
dtl_ppux1rIirEQ400,setl_i4vu6nVx11hxv6,evt_ZwtiTB4YvwRjHz,PAYMENT,13849,0,0,13849,2026-07-02T11:30:00,INR,
dtl_YMOku898XjjJpN,setl_3p2g9RLlyD0pFu,evt_ALWMsCsfx1qa0H,PAYMENT,4699300,0,0,4699300,2026-07-03T11:30:00,INR,
dtl_6c02tsVWid003D,setl_MSbFl71qKAyXnS,evt_YJ19gjp8wJdjsW,PAYMENT,160200,0,0,160200,2026-07-07T11:30:00,INR,
dtl_jFhX2uLckfVpsX,setl_cwPfOTmqGFuzNd,evt_KSlLKSjiivZbdu,PAYMENT,47600,0,0,47600,2026-06-08T11:30:00,INR,
dtl_BbQ0CdAogsQwd5,setl_WHmWF6gt24KL88,evt_NqpKDELfNgl3de,PAYMENT,210200,0,0,210200,2026-07-16T11:30:00,INR,
dtl_bciqW0P1vJMroe,setl_GIgH3vpoIVlbEn,evt_zQ3sEmr9Gmzu9c,PAYMENT,20800,0,0,20800,2026-06-22T11:30:00,INR,
dtl_3MIm61qkOURkoH,setl_0dEkswc7Pi5bKi,evt_qHutPJApQzsijZ,PAYMENT,2999900,89997,16199,2893704,2026-06-13T11:30:00,INR,
dtl_m2Y0pgXT87tDvo,setl_mTAfJZIU3cHYvn,evt_qSXRKzRd50fVrj,PAYMENT,233237,4665,840,227732,2026-06-22T11:30:00,INR,
dtl_lszgoQUcWfNW2f,setl_kdFSEESn3IndLm,evt_eZF93tSQmFcOd1,PAYMENT,115300,0,0,115300,2026-07-16T11:30:00,INR,
dtl_1pAymDFpBc32A0,setl_jyLYgWfkIDczr5,evt_D36axv3jyIF8b2,PAYMENT,1499900,26248,4725,1468927,2026-06-26T11:30:00,INR,
dtl_RPs8kc5DBQSfKQ,setl_ACkeLXrtXGr4hq,,REFUND,-10000110,0,0,-10000110,2026-06-05T11:30:00,INR,
dtl_a57HrQ4G6HG031,setl_aklwkoKuadvlue,evt_qFe3xr2X0pIhxg,PAYMENT,9900,0,0,9900,2026-06-29T11:30:00,INR,
dtl_9SvbGjbfIktIVH,setl_7GviaGB0YDENWH,evt_uEz5SOUNazMSeI,PAYMENT,2078787,41576,7484,2029727,2026-07-09T11:30:00,INR,
dtl_QCXIiAQu4j3weP,setl_fFW4nW9wkmJ6WN,,REFUND,-106,0,0,-106,2026-07-14T11:30:00,INR,
dtl_xfhewasm3ZMAUE,setl_k2hRqh2UNJUqIh,evt_Aj0HZpWjexHzia,PAYMENT,399900,0,0,399900,2026-07-13T11:30:00,INR,
dtl_egsqjmG8qtZzHz,setl_IXsmQXuf6lAVTX,evt_xu843kxmD5dC2g,PAYMENT,3402100,59537,10717,3331846,2026-07-15T11:30:00,INR,
dtl_FWeeO9YVfdDvVk,setl_QPe7pGO0QCWg91,evt_pUkAChHSavUSiX,PAYMENT,149900,2623,472,146805,2026-06-04T11:30:00,INR,
dtl_AKUwjatIM5Nww1,setl_fwXNaO8WhQwTWU,evt_GnYLzCnVzIsi2u,PAYMENT,30000336,0,0,30000336,2026-06-20T11:30:00,INR,
dtl_d4wEdCYaxtfQti,setl_aklwkoKuadvlue,evt_zU6kPdFSgexPkv,PAYMENT,179900,0,0,179900,2026-06-29T11:30:00,INR,
dtl_5rtTJvkxc5xkRz,setl_FH87OdcPjopyc8,evt_q7Cv3yqHAjq2iO,REFUND,-10000106,0,0,-10000106,2026-06-16T11:30:00,INR,
dtl_0PgQbC04VJSnuc,setl_Iftus2CxI50eQ5,evt_YFl5qxxzi6GACD,REFUND,-166850,0,0,-166850,2026-06-08T11:30:00,INR,
dtl_EHl5HABI4Ll9Mu,setl_MSbFl71qKAyXnS,evt_TktaSO4wJuayKr,PAYMENT,4861200,0,0,4861200,2026-07-07T11:30:00,INR,
dtl_aZ4pciRXjJGe5P,setl_7GviaGB0YDENWH,evt_YLyfLgGGdz64vo,REFUND,-44100,882,159,-45141,2026-07-09T11:30:00,INR,
dtl_lZR3hwG1WqeKCX,setl_wdOwlMBSjR4bBJ,evt_PJQbRZXTpQpspj,PAYMENT,1939200,0,0,1939200,2026-06-25T11:30:00,INR,
dtl_7kAv6A2EluCOyy,setl_0SA28CRyg16DKu,evt_4T033PyHs44jkU,REFUND,-25000,0,0,-25000,2026-07-15T11:30:00,INR,
dtl_1nRJ1d2U5gr1sk,setl_x5UZWrZy27GWnU,evt_eBWGQshglH2AP7,PAYMENT,34074,681,123,33270,2026-06-06T11:30:00,INR,
dtl_pildjSvSUNWLpf,setl_iKNp2w2kWJvRCw,evt_yN8x8yQeKxawQf,PAYMENT,34900,698,126,34076,2026-06-20T11:30:00,INR,
dtl_CUsbZw8qmiWkH6,setl_enspPzy67ef9Rw,evt_2aN5tlJYwZKvtX,PAYMENT,361776,0,0,361776,2026-07-11T11:30:00,INR,
dtl_x3bCXulVb0S7yw,setl_Iftus2CxI50eQ5,evt_cNEfxHbmnZCHpD,PAYMENT,26460,529,95,25836,2026-06-08T11:30:00,INR,
dtl_Df2oQ7XBwqOsEr,setl_hYXx67VfJgwRtI,evt_2RhgdkRloY3m1x,PAYMENT,799900,0,0,799900,2026-06-29T11:30:00,INR,
dtl_5vPyVCe1z12WK5,setl_q3Hv5fP5XtNjEV,evt_CX5QkAUW5GVu17,PAYMENT,2999900,59998,10800,2929102,2026-06-03T11:30:00,INR,
dtl_IcFD2J6a63m4px,setl_7DtRYtCsbjJXh4,evt_WcL65fzOAvsAPu,PAYMENT,23229,407,73,22749,2026-06-11T11:30:00,INR,
dtl_vSWNejRGxxLb8l,setl_2mvVwiV812hV8M,evt_KbfxpKu3khpjyX,PAYMENT,341000,0,0,341000,2026-06-13T11:30:00,INR,
dtl_mdMAJsH05iNg67,setl_KQfn5Daa3UtXm4,evt_7l3FMLrtYmbgw2,REFUND,-10000109,0,0,-10000109,2026-07-06T11:30:00,INR,
dtl_ZfdbnQdpxo5F6h,setl_033lB18sTulFgb,evt_kT2VOCa5d9XoJ8,PAYMENT,99900,2997,539,96364,2026-06-03T11:30:00,INR,
dtl_vCGTNwDIBNTUeY,setl_WTlV0DJVO1SUfH,evt_l7sMBZsLxzTLd3,PAYMENT,3776000,0,0,3776000,2026-07-11T11:30:00,INR,
dtl_HJ6rKF3ediKQyE,setl_ztEt4QFUcxnZIY,evt_kd9LZ4BJDIhkPJ,PAYMENT,251015,7530,1355,242130,2026-06-08T11:30:00,INR,
dtl_tHCsa7gmRga7JH,setl_QPe7pGO0QCWg91,evt_imt0DxsJHSnokd,PAYMENT,19900,0,0,19900,2026-06-04T11:30:00,INR,
dtl_zFHfBW57U1G9Ia,setl_gtrQfu7mwXyrWv,evt_jrJLbzNsbEunBo,PAYMENT,229100,4582,825,223693,2026-06-13T11:30:00,INR,
dtl_6ujHgqeNs8wylq,setl_eQmSJs5vtvx9LW,evt_POt4b2ZXEmJZpR,PAYMENT,178300,3566,642,174092,2026-07-01T11:30:00,INR,
dtl_L88KBc9yf4KOWl,setl_ztEt4QFUcxnZIY,evt_uWpWMYY9sOpMXK,PAYMENT,24900,0,0,24900,2026-06-08T11:30:00,INR,
dtl_ehSXOYEU6FBFAO,setl_jiy5cz774WlTPt,evt_cJYfPjGMBSqEBj,PAYMENT,14900,261,47,14592,2026-07-15T11:30:00,INR,
dtl_pMS3CebMUyGwzq,setl_wOiftoDdZROTiU,evt_V7iJzjT07pgX6u,PAYMENT,100000,0,0,100000,2026-07-13T11:30:00,INR,
dtl_sB8vPn3VoCWnCb,setl_xfEboOcL6xwYFm,evt_MKu38QPazWg2e7,PAYMENT,27614,0,0,27614,2026-07-08T11:30:00,INR,
dtl_oIzp3FtHVlu8bc,setl_pSp5HOVLunex0E,evt_pkvqgRb3TOEw0D,PAYMENT,69900,0,0,69900,2026-06-13T11:30:00,INR,
dtl_lbvP97o8RpwSBh,setl_J3vzVN89SREgV6,evt_CwXP8XyswNTTwn,PAYMENT,257100,0,0,257100,2026-06-02T11:30:00,INR,
dtl_4JQCngSwy1Nn72,setl_wdOwlMBSjR4bBJ,evt_3XzqVp19cIOq5q,PAYMENT,17600,0,0,17600,2026-06-25T11:30:00,INR,
dtl_kG4T6jF9rQKT66,setl_16QMQYaeHgeBH3,evt_E4SoNybRS0tWsU,PAYMENT,34900,611,110,34179,2026-06-27T11:30:00,INR,
dtl_h1LDrk1IodXqIM,setl_FH87OdcPjopyc8,evt_DMYBZDGwul1p5T,REFUND,-10000106,0,0,-10000106,2026-06-16T11:30:00,INR,
dtl_pUxtihybsQAbyi,setl_x5UZWrZy27GWnU,evt_wyhdhtuORFS9RT,PAYMENT,99900,1998,360,97542,2026-06-06T11:30:00,INR,
dtl_7YodkKAviGGg9H,setl_ODyxX6wgdQXs71,evt_rG8EEVioZ0phkw,PAYMENT,1299900,0,0,1299900,2026-06-15T11:30:00,INR,
dtl_L88KBc9yf4KOWl,setl_ztEt4QFUcxnZIY,evt_uWpWMYY9sOpMXK,PAYMENT,24900,0,0,24900,2026-06-08T11:30:00,INR,
dtl_USbFnOSdBDYrGE,setl_fwXNaO8WhQwTWU,,REFUND,-10000112,0,0,-10000112,2026-06-20T11:30:00,INR,
dtl_Rbpcs7kIWaVY05,setl_NI9P948kfKP4Kt,evt_RbYjlt21qt3v51,PAYMENT,30707900,0,0,30707900,2026-06-13T11:30:00,INR,
dtl_aSqC9K2LVRG9r9,setl_ztEt4QFUcxnZIY,evt_ca5CNe0Ddg4UhC,PAYMENT,14900,0,0,14900,2026-06-08T11:30:00,INR,
dtl_2vOvDn0k8B7ZX0,setl_SYZ5X1mrKfMf8q,evt_DZsTWK04TUhJBM,PAYMENT,6700,0,0,6700,2026-07-10T11:30:00,INR,
dtl_iYBgzA0iuA71AA,setl_2DxQOlqTy7Bd5y,evt_Hi5UbHkFEwwXcM,PAYMENT,30000306,0,0,30000306,2026-07-11T11:30:00,INR,
dtl_d54hQ761FHkL1w,setl_2DxQOlqTy7Bd5y,evt_ORCWAHgT7iKLuA,PAYMENT,77756,0,0,77756,2026-07-11T11:30:00,INR,
dtl_pohOxLRicwLebS,setl_q3Hv5fP5XtNjEV,evt_CowmDRe5ZQ48Yn,PAYMENT,79900,1598,288,78014,2026-06-03T11:30:00,INR,
dtl_jEdVQMH31XPfwF,setl_KDOM0kDENOUwft,evt_m5F3UPIjqK4JID,PAYMENT,1299900,0,0,1299900,2026-07-13T11:30:00,INR,
dtl_ENpbo3wkAMzlIu,setl_J3vzVN89SREgV6,evt_GZECfpff3f8GLY,PAYMENT,34900,0,0,34900,2026-06-02T11:30:00,INR,
dtl_0tny5U7UwNQS3T,setl_q3Hv5fP5XtNjEV,evt_LGEkObv9MyEHEC,PAYMENT,19900,0,0,19900,2026-06-03T11:30:00,INR,
dtl_al5A3IYynljRDc,setl_QPe7pGO0QCWg91,evt_NFgeMsgUqwbmHg,PAYMENT,226133,0,0,226133,2026-06-04T11:30:00,INR,
dtl_swJdYuXlzD5765,setl_033lB18sTulFgb,evt_GrWYnIVGwkfYm9,PAYMENT,9900,0,0,9900,2026-06-03T11:30:00,INR,
dtl_w4QTWjCM0b1L4E,setl_gVgQFIq0XlQpYA,evt_owtcfJlfSaO5lt,PAYMENT,179900,0,0,179900,2026-06-24T11:30:00,INR,
dtl_SWDh6NLspFLJAU,setl_PasupRCOIOJYfr,evt_SRzrjYZM4ybeAq,PAYMENT,399900,0,0,399900,2026-06-22T11:30:00,INR,
dtl_3srWf3Vj84C9qR,setl_0CbMGVQM8hoAiW,evt_YMxCRzBydpr08A,PAYMENT,15783,0,0,15783,2026-06-18T11:30:00,INR,
dtl_lOCB8VqQcJO0om,setl_pusldMYC3l7rMe,evt_cQkAQHU17c4Ini,PAYMENT,2633771,52675,9482,2571614,2026-06-13T11:30:00,INR,
dtl_D5OlOu7NWHAhdj,setl_NI9P948kfKP4Kt,evt_hoLEImXSUylm05,PAYMENT,17961700,538851,96993,17325856,2026-06-13T11:30:00,INR,
dtl_taIwQMu2vEFiD3,setl_WTlV0DJVO1SUfH,evt_GqCtnDaQRY2rre,PAYMENT,99900,1998,360,97542,2026-07-11T11:30:00,INR,
dtl_SrVUi9ESIVSnMJ,setl_Iftus2CxI50eQ5,evt_KaudfZ9Rg6LJta,PAYMENT,667400,0,0,667400,2026-06-08T11:30:00,INR,
dtl_U76rwrOFHqGMm8,setl_cVnNkhSkItGJm1,evt_tjNZ8JJ7P3JIAV,PAYMENT,39900,0,0,39900,2026-06-10T11:30:00,INR,
dtl_wZf3IxhAPGocHP,setl_pSp5HOVLunex0E,evt_qgpI0cDBf2cp8G,PAYMENT,191500,0,0,191500,2026-06-13T11:30:00,INR,
dtl_M5jdipf4IDFBSA,setl_PdsT1wZJ2jKAsS,evt_Sn83hwRdgRIBkd,PAYMENT,30000324,0,0,30000324,2026-06-22T11:30:00,INR,
dtl_PBKohE9lNyPU9w,setl_ACkeLXrtXGr4hq,evt_tU9kmUZdULjRXd,PAYMENT,30000330,0,0,30000330,2026-06-05T11:30:00,INR,
dtl_wfzYpTJtL5fcST,setl_GIgH3vpoIVlbEn,evt_GXFOhnGFLQAcKI,PAYMENT,378944,7579,1364,370001,2026-06-22T11:30:00,INR,
dtl_1NMj0wDOuzpLym,setl_QwRAWE8X0knXJd,evt_Gye4rfhDPyNIYJ,PAYMENT,3299176,65984,11877,3221315,2026-07-04T11:30:00,INR,
dtl_UaApXeETr9xD4K,setl_033lB18sTulFgb,evt_xS2Db9la7urgrW,PAYMENT,2499900,43748,7875,2448277,2026-06-03T11:30:00,INR,
dtl_mlZwXj2kTjmOlt,setl_SYZ5X1mrKfMf8q,evt_OxHGg2mtY6Gy9Q,PAYMENT,299900,0,0,299900,2026-07-10T11:30:00,INR,
dtl_720OhLGGezzPMA,setl_08yppqZUn8yXPv,evt_sbozZT9l6Hwo8D,PAYMENT,19900,348,63,19489,2026-06-02T11:30:00,INR,
dtl_dQ0EochlKymysW,setl_O3dWE1amfNyxpF,evt_Z0EBIOrRJ5PIAq,PAYMENT,149900,0,0,149900,2026-06-05T11:30:00,INR,
dtl_Kjnce4MA4mzcLW,setl_WHmWF6gt24KL88,evt_HTMni9tJjEQ8iY,PAYMENT,126200,2524,454,123222,2026-07-16T11:30:00,INR,
dtl_Ds3UHrDskrxYJ9,setl_aklwkoKuadvlue,evt_qzLDS8aiKFVTCr,PAYMENT,14900,0,0,14900,2026-06-29T11:30:00,INR,
dtl_GhTTO8Q7Wk7kaD,setl_kdFSEESn3IndLm,evt_zIqRSiuCnEVBvq,PAYMENT,39900,1197,215,38488,2026-07-16T11:30:00,INR,
dtl_HTnRRYJzlAW9Ta,setl_PasupRCOIOJYfr,evt_9Q0f1n15zN45or,PAYMENT,79900,1598,288,78014,2026-06-22T11:30:00,INR,
dtl_GGQXduS7hmsMWu,setl_ttSlJCiZss71HE,evt_Al8Gq5DX3zqaDe,PAYMENT,351300,7026,1265,343009,2026-07-16T11:30:00,INR,
dtl_AeZPzBcib4au6e,setl_Ct42sR5EwNsvMT,,REFUND,-10000101,0,0,-10000101,2026-07-14T11:30:00,INR,
dtl_EteChBM1Oz8Ee4,setl_zcwOsn3KlCki5T,evt_W5Bs9E1ZbCYNqd,PAYMENT,599900,11998,2160,585742,2026-06-10T11:30:00,INR,
dtl_7O8hriDaXMPPZG,setl_NI9P948kfKP4Kt,evt_0OeBwOe1WR8K2t,PAYMENT,34536996,0,0,34536996,2026-06-13T11:30:00,INR,
dtl_dHci7ozLso8QrS,setl_SYZ5X1mrKfMf8q,evt_IdKaqamZDy7BsN,PAYMENT,667605,0,0,667605,2026-07-10T11:30:00,INR,
dtl_Q9gHV4bQIFBLP9,setl_vx7RPwBPSqX4dw,evt_UdV7977xGteWie,PAYMENT,59900,0,0,59900,2026-06-03T11:30:00,INR,
dtl_8HML9SQW2IR2Ik,setl_4aXjCVMQmA5cmJ,evt_2egMCpq9zJdxA7,PAYMENT,198400,3968,714,193718,2026-06-04T11:30:00,INR,
dtl_se07I2uwp6qO02,setl_eQmSJs5vtvx9LW,evt_xvieNjpIGQCKqx,PAYMENT,436000,0,0,436000,2026-07-01T11:30:00,INR,
dtl_v4gDNuo6qArnkf,setl_mTAfJZIU3cHYvn,evt_6s9hfy73XdxgWc,PAYMENT,149900,2623,472,146805,2026-06-22T11:30:00,INR,
dtl_vPAEcRA8xPbxyx,setl_q3Hv5fP5XtNjEV,evt_kV6Isxi7MU6zrK,PAYMENT,799900,0,0,799900,2026-06-03T11:30:00,INR,
dtl_FJl3469VzX4hE9,setl_mTAfJZIU3cHYvn,evt_GHUZzJM6sv7EQw,PAYMENT,3578100,62617,11271,3504212,2026-06-22T11:30:00,INR,
dtl_kSFnlnnB9vab0X,setl_jyLYgWfkIDczr5,evt_5XqwzGVDNrfxO5,PAYMENT,299900,5248,945,293707,2026-06-26T11:30:00,INR,
dtl_1UOsotnd8m6Rfb,setl_tQF2HIalBvWWvf,evt_3B5IYgufQ7Ypyr,PAYMENT,89900,0,0,89900,2026-06-27T11:30:00,INR,
dtl_bSdsDwyCrnXr3o,setl_eQmSJs5vtvx9LW,evt_55IIdgchcoM9jK,PAYMENT,399900,0,0,399900,2026-07-01T11:30:00,INR,
dtl_txT7uIao7KuhAR,setl_MaLuBPkh537M0B,evt_Xh08lUpiBYnxyP,PAYMENT,164600,2881,519,161200,2026-07-11T11:30:00,INR,
dtl_VsB3QgeIdGf8WF,setl_zcwOsn3KlCki5T,evt_6enoSlZVyPmifV,PAYMENT,206400,6192,1115,199093,2026-06-10T11:30:00,INR,
dtl_9tUKdZBw0msaGr,setl_16QMQYaeHgeBH3,evt_or66OrPRpzmocy,PAYMENT,157700,3154,568,153978,2026-06-27T11:30:00,INR,
dtl_dtFKPgsxrwmOja,setl_6p3wjSbNku7LHI,evt_HMs4udw7hGXjeg,PAYMENT,399900,0,0,399900,2026-06-15T11:30:00,INR,
